"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"M_Del_10_percentile",-0.000574582450235487,-0.00065940984930274,-0.000659409849302753,0.000612517782677691,-0.00129848663324734,-0.000659409849302768,-0.000659409849302768,0.000612517782677323,-0.00251518288712527,-0.000450102528476799,0.000612517782677674,-0.000450102528476798
"LM_Del_sd",0.00529407011604192,0.005294070116044,0.00529407011604229,0.00529407011604216,0.00529407011604239,-0.0108052915423469,0.00470791933374552,0.00529407011604061,0.0147507507195698,0.00529407011604232,0.0052940701160423,0.00401267177572677
"M_Diff_10_percentile",-0.0016392497280265,-0.00163924972808259,-0.00307567051905945,-0.00166147238177377,-0.00163924972802895,0.00303017206513261,-0.00163924972804887,-0.0016392497280443,-0.00166147238176956,-0.00163924972804442,-0.00163924972805228,-0.000629641424891257
"RM_Del_90_percentile",0.00204350455241647,0.00204350455242069,0.00351478101893967,0.00282600415514349,0.00204350455241883,0.00204350455241903,0.00331349713223754,0.00204350455241912,0.00351478101894021,0.00204350455241849,0.00204350455241883,-0.00111334537463687
"R_Insert",0.000801208022413973,0.000801208022413421,-0.00423779999698693,-0.0122754426027968,0.000801208022413628,0.0231458960957831,0.0065440736390545,0.00654407363905484,0.000801208022413628,0.000801208022413589,0.000801208022413549,0.000801208022413646
"R_Dis_map",0.00601638303508192,0.00601638303502497,0.00601638303502672,0.00601638303506862,0.0279685541322003,0.00601638303503506,0.0062643422551258,0.0114631876392208,0.00601638303502403,0.00601638303507074,0.00601638303502393,-0.0195528465916795
"R_Dis_unmap_ratio",0.00826743087637508,0.00826743087638728,-0.00360712829278416,0.0320488027477798,0.00826743087638516,0.00807218475210314,-0.00500715008327265,0.00826743087637723,0.0082674308763759,0.00826743087638067,0.00826743087637017,-0.00360712829278417
"R_Dis_map_ratio",0.00696996571119394,0.00696996571095825,0.00134786512177956,0.00696996571110425,0.0168722486911962,0.0146525800810201,0.0168722486911963,0.00696996571110261,0.00696996571107816,0.00696996571111668,0.00696996571110123,-0.0074634426488865
"L_Diff_sd",0.00922627244358156,0.00922627244357893,0.00922627244357943,0.00922627244358895,0.00922627244358941,-0.017148215583126,0.00922627244358739,0.00922627244358828,0.0308613999455011,0.00922627244358987,0.00922627244358873,-0.0159801883384924
"LM_Mapping_90_percentile",-0.00326536068132386,-0.00326536068122035,-0.00320339243628432,-0.00382104872621849,-0.0200199997098204,-0.00326536068135863,-0.00326536068139064,-0.0032653606813765,-0.003265360681376,-0.00382104872619291,-0.00326536068147924,-0.00326536068137096
"M_GCcontent",0.00326866104611456,0.00326866104611463,0.00326866104611462,-0.0101302424159185,0.0032686610461146,0.00586454020172468,0.00326866104611455,0.00326866104611446,0.00326866104611451,0.00326866104611456,0.00326866104611452,0.00249671823563017
"RM_Diff_90_percentile",-0.00199605790223779,-0.00199605790223701,-0.00199605790223769,0.00831793609024711,0.00831793609024717,-0.00199605790223772,0.0067129251321223,-0.00199605790223927,0.0215906875436947,-0.00199605790223772,-0.00199605790223784,-0.00199605790223751
"R_Insert_10_percentile",-0.00139154958419249,-0.00139154958411989,2.10376863594998e-05,0.000336473046986194,-0.00139154958419462,-0.00139154958417291,0.0011588438115056,-0.0013915495841729,-0.00139154958417012,-0.00139154958416886,0.00033647304698789,0.00115884381151201
"R_Mapping_pro",0.00712106394892546,0.00712106394889726,0.0062941071262987,0.00712106394900636,0.00712106394899626,0.00712106394897387,-0.00305508172195772,0.00712106394900648,0.00691499308490921,0.00712106394898279,0.00629410712639091,0.00712106394900924
"R_Mapping_10_percentile",-0.00592290036182908,-0.00592290036178972,-0.00592290036186545,-0.00592290036186828,-0.0139279231669388,-0.00592290036185826,0.00116836938258826,-0.00592290036186875,-0.00592290036186532,-0.00603058765340501,-0.00592290036193268,-0.00592290036186525
"R_Mapping_90_percentile",-0.00133329418079497,-0.0013332941807959,-0.0013332941807954,-0.00133329418079538,-0.0112254256120249,-0.00133329418079523,0.00603567292928549,-0.00133329418079622,-0.00133329418079561,-0.0173580568693965,-0.00133329418079533,-0.00133329418079554
"L_Dis_map_ratio",0.0046282786835944,0.00462827868359643,0.00462827868359495,0.00462827868359471,0.0446067373338674,0.00462827868359475,0.00462827868359494,0.00462827868359343,0.00462827868359485,0.00462827868359491,0.00462827868359491,-0.0111283379092286
"L_Mapping_q",-0.00421313798718164,-0.00421313798720949,-0.00421313798718825,-0.0095939950336318,-0.00421313798718264,-0.00421313798718706,-0.00218749363013989,-0.00421313798718747,-0.00421313798718805,-0.00421313798718826,-0.00421313798718735,-0.00421313798719036
"L_Mapping_pro",0.00728012150054664,0.00728012150052326,0.00728012150057158,0.00728012150056876,0.00728012150054871,0.000929945179128672,-0.00278002987909308,0.00728012150057024,0.00728012150056935,0.00728012150055614,0.00728012150060726,0.00728012150057699
"LM_Del_90_percentile",0.00342752463331238,0.00342752463333495,0.00347586469189399,0.00342752463331751,0.00342752463331385,-0.00557506996057741,0.0034275246333183,0.00342752463331756,0.00342752463331785,0.00342752463331785,0.0034275246333173,0.00342752463331968
"M_Cov_pro",0.00588630653282833,0.00588630653282958,0.00588630653282873,0.00588630653282867,-0.00360299326194428,0.00588630653282863,0.00588630653282873,0.00588630653282881,0.00588630653282887,0.00588630653282875,-0.0260855034331666,0.0058863065328288
"M_Mapping_90_percentile",0.000355682515583921,0.000355682515591548,0.000355682515556889,0.000355682515555305,-0.0395973428208619,0.00035568251556089,0.000355682515550158,0.00035568251555423,0.000355682515554872,0.000355682515564807,0.000355682515521258,0.00089962461574406
"M_Soft_10_percentile",0.00646805354529913,0.00351118682268956,0.00646805354532473,0.0035111868226094,0.00351118682258667,0.00305335349999612,0.00351118682261295,0.00351118682260938,0.00351118682260994,0.00305335350000021,0.00351118682261079,0.003053353500011
"RM_Dis_unmap_ratio",0.00135301021168294,0.00135301021166824,0.00135301021169341,0.00135301021169316,0.001353010211691,0.000681477378455343,0.0178486398400704,0.00135301021169207,0.00135301021169355,0.00135301021168831,0.00135301021171334,0.00135301021169394
"RM_Mapping_q_sd",0.00663312540085549,0.00663312540085626,0.00663312540086371,0.0066331254008587,0.00663312540085797,0.00663312540085881,0.00663312540085906,0.00663312540085422,0.0066331254008567,-0.00986642221238609,-0.0196709371071734,0.00663312540085821
"RM_Mapping_90_percentile",-0.000389108324340546,-0.000389108324386385,-0.000389108324355297,-0.00566711545776769,-0.00990425564854888,-0.000389108324354814,-0.000389108324356351,-0.000389108324356114,-0.000389108324355286,-0.000389108324355704,-0.00038910832435498,-0.00038910832435864
"RM_Soft_sd",0.00187495017573266,0.00187495017573144,0.00187495017570456,-0.00653872597549399,0.00187495017571398,0.00187495017571296,0.00187495017569797,0.00187495017570475,0.00187495017570483,0.00187495017571425,0.00187495017566566,0.00210665574196759
"RM_Del_sd",0.00276127818979537,0.00276127818974268,0.00290873986466256,0.00276127818978573,0.00276127818979499,0.00276127818978628,0.00276127818978517,0.00276127818978502,0.0177874000857482,0.00276127818978443,0.00276127818979091,0.0027612781897814
"RM_Ins_sd",0.00575594327448369,0.00575594327448387,0.00575594327448357,0.0057559432744836,0.00575594327448364,0.0050586486819338,0.00575594327448365,0.00575594327448409,0.0119754517500025,0.00575594327448354,0.00575594327448345,0.00575594327448358
"RM_Diff",-0.00130912483849585,-0.0013091248384843,-0.00130912483848528,-0.00130912483848831,0.00176373358693494,-0.00130912483848472,-0.00130912483848816,-0.00130912483848778,-0.00130912483848515,-0.00130912483849073,-0.00130912483848842,-6.84533584299795e-05
"RM_Diff_sd",0.00307893962394483,0.00307893962372286,0.00307893962390658,0.00307893962390634,0.00307893962392867,0.00307893962390702,0.00307893962390625,0.00307893962390554,0.0318389881431761,0.00307893962389736,0.00307893962393028,0.00173202123668205
"RM_Diff_10_percentile",-0.00221518350862358,-0.00221518350872496,-0.00221518350863616,-0.00221518350863524,-0.00221518350861926,-0.00221518350863577,-0.00221518350863375,-0.00221518350863423,-0.00221518350863546,-0.00215937016951746,-0.00221518350861295,0.000147770669765178
"R_Diff_sd",0.00354233516550562,0.00354233516553816,0.00354233516551132,0.00354233516551125,0.00354233516550857,0.00354233516551101,0.00354233516551203,0.00354233516550966,0.0331489248473527,0.00354233516551288,0.00354233516550673,-0.00422884863306372
"L_Cov_sd",0.00159569173699728,0.00159569173697781,0.0015956917369918,0.00143758874470364,0.00159569173699645,0.00143758874470454,0.00159569173699142,0.00159569173699231,0.00159569173699217,0.00159569173699208,0.00159569173699154,0.00159569173699016
"L_Cov_pro",0.00484921378927079,0.00484921378932315,0.00484921378928916,0.00484921378928876,0.00484921378927687,0.0048492137892856,0.00484921378929142,0.00484921378928936,0.00484921378928894,0.00484921378928696,0.00484921378929567,0.00419185926671818
"L_Dis_all",-0.00517801483363128,-0.00517801483366352,-0.00514351862239099,-0.00517801483363947,-0.00517801483363327,-0.00517801483363843,-0.00517801483364058,-0.0051780148336391,-0.00517801483363967,-0.00517801483363951,-0.00517801483364029,-0.0051780148336425
"L_Dis_unmap_ratio",0.00408319526583325,0.00408319526582078,-0.00811707865299545,0.00408319526582909,0.00408319526582012,0.00408319526582034,0.00408319526582035,0.00408319526582027,0.00408319526582012,0.00408319526582948,0.00408319526582003,0.00408319526583289
"L_Soft_sd",0.00405083850990468,0.00405083850988479,0.00405083850989984,-0.00905166798170972,0.00405083850990547,0.00405083850990113,0.00405083850989968,0.00405083850990049,0.00405083850990036,-0.00905166798170789,0.00405083850989965,0.00405083850989817
"L_Soft_90_percentile",0.00260941365937523,0.00260941365936607,0.00260941365937267,-0.00183161307811569,0.0026094136593756,0.00260941365937317,0.00260941365937267,0.00260941365937347,0.00260941365937309,-0.0018316130781147,0.00260941365937244,0.00260941365937189
"L_Del_10_percentile",2.04552433242777e-05,2.04552433226709e-05,2.04552433237675e-05,0.00972276359983089,2.04552433238512e-05,2.04552433239144e-05,2.04552433237211e-05,2.04552433248915e-05,0.00972276359983084,2.04552433237623e-05,2.0455243323879e-05,2.04552433236242e-05
"LM_Cov_sd",0.000291959430246864,0.000291959430219394,0.000291959430239486,0.000291959430239921,0.00147488538771682,0.000291959430240982,0.000291959430239152,0.000291959430239804,0.000291959430239872,0.000291959430239964,0.000291959430239396,0.000291959430237303
"LM_Insert_sd",0.000412032039066816,0.000412032039047304,0.000412032039061508,0.000412032039061771,0.000956632443891271,0.000412032039062495,0.000412032039061216,0.000412032039061626,0.000412032039061737,0.000412032039061852,0.000412032039061515,0.000412032039059876
"LM_Insert_90_percentile",-0.00309075511548278,-0.00309075511579537,-0.00309075511556799,-0.00309075511556441,-0.00309075511550001,-0.00309075511555318,-0.00309075511557412,-0.00309075511556469,-0.00309075511556458,-0.00309075511556315,-0.0030907551155698,-0.00280145020290934
"LM_Mapping_q",-0.00423966428687605,-0.0042396642868014,-0.00423966428691912,-0.00423966428692053,-0.0326065876702538,-0.00423966428690705,-0.00423966428693249,-0.00423966428692186,-0.00423966428692105,-0.00423966428689964,-0.00423966428700262,-0.00423966428691839
"LM_Diff_sd",0.00809624689746314,0.00809624689746357,0.00809624689746326,0.00809624689746335,0.00809624689746341,-0.0168159277751858,0.00809624689746351,0.0080962468974642,0.00809624689746347,0.0080962468974633,0.00809624689746332,0.00809624689746333
"M_Cov_sd",0.00311428196470436,0.00311428196473731,0.00311428196471381,0.00311428196471327,0.00311428196470694,0.00311428196471209,0.00259230389168912,0.00311428196471271,0.00311428196471335,0.00311428196471312,0.0031142819647136,0.00311428196471636
"M_Mapping_10_percentile",-0.00387348040988148,-0.00387348040988596,-0.00387348040988276,-0.00387348040988282,-0.00516380711949236,-0.00387348040988268,-0.00387348040988289,-0.00387348040988283,-0.00387348040988291,-0.00387348040988273,-0.0038734804098828,-0.00387348040988301
"M_Ins",0.00858016438143672,0.00858016438143627,0.00858016438143675,0.0085801643814369,0.008580164381437,0.00858016438143676,0.00858016438143692,0.00858016438143881,0.00858016438143718,0.00858016438143685,0.00858016438143681,-0.0162948847793501
"M_Ins_sd",0.0075631183177544,0.00756311831778963,0.00756311831776395,0.00756311831776358,0.00756311831775652,0.00739728813723704,0.00756311831776464,0.00756311831776395,0.00756311831776373,0.00756311831776342,0.007563118317764,0.00756311831776671
"M_Simple_Low_Satellite_SV",0.0051723667989896,0.00517236679897473,0.0067691435067102,0.00517236679898337,0.00517236679898785,0.00517236679898466,0.00517236679898247,0.00517236679898247,0.00517236679898373,0.00517236679898433,0.00517236679897937,0.00517236679898173
"RM_Cov",-0.00229218726743388,-0.00229218726743438,-0.00225699947362978,-0.00229218726743405,-0.0022921872674341,-0.00229218726743397,-0.00229218726743414,-0.00229218726743423,-0.00229218726743406,-0.00229218726743404,-0.00229218726743411,-0.00225699947362989
"RM_Mapping_q",-0.00236734341302813,-0.00236734341302452,-0.00236734341304274,-0.00236734341304318,-0.0141543183489629,-0.00236734341303955,-0.00236734341304633,-0.00236734341304367,-0.00236734341304326,-0.00236734341303799,-0.00236734341306296,-0.00236734341304346
"RM_Soft_10_percentile",0.00341700581653092,0.00341700581648568,0.0034170058165183,0.00341700581651887,0.00341700581652847,0.00341700581652053,0.00341700581651746,0.00341700581651853,0.00341700581651925,0.00314434899745347,0.00341700581651782,0.00314434899744929
"RM_Del_10_percentile",0.00312910750694456,0.00312910750704517,0.0031291075069687,0.00312910750696736,0.00312910750694781,0.00315632428729768,0.00312910750696968,0.00312910750696451,0.00312910750696741,0.00312910750696822,0.00312910750696462,0.00312910750697643
"RM_Ins_10_percentile",0.00204133273601747,0.00204133273615544,0.00204133273606232,0.00204133273605987,0.00204133273603132,0.00204133273605422,0.00137414793566321,0.00204133273605977,0.0020413327360607,0.00137414793565545,0.00204133273607011,0.00204133273607394
"R_Dis_unmap",0.00155584267172937,0.00155584267172899,0.0015558426717291,0.00155584267172929,0.00155584267172918,0.00143467684840394,0.00155584267172913,0.0015558426717301,0.00155584267172916,0.00155584267172914,0.0015558426717292,0.00143467684840374
"R_Dis_all",-0.00285565346338222,-0.00285565346342373,-0.0027580644185384,-0.00285565346339317,-0.0028556534633847,-0.00285565346339157,-0.00285565346339441,-0.00285565346339343,-0.00285565346339325,-0.0028556534633929,-0.00285565346339382,-0.00285565346339696
"R_Mapping_q",-0.00419386039815403,-0.00419386039816064,-0.00419386039815643,-0.00419386039816099,-0.0041938603981609,-0.00419386039815587,-0.00199877338414162,-0.00419386039815939,-0.00419386039815492,-0.00419386039816076,-0.00419386039815475,-0.00419386039816126
"R_Del",0.00327992004060921,0.00327992004066644,0.0032799200406248,0.00327992004062415,0.00327992004061255,0.00327992004062205,0.00327992004062584,0.00327992004062284,0.00395462744832059,0.00327992004062384,0.00327992004062494,0.00327992004062944
"R_Del_sd",0.00375063163740782,0.00375063163741808,0.00375063163741067,0.00375063163741053,0.00375063163740838,0.00375063163741007,0.00375063163741084,0.00375063163740964,0.00737994449217405,0.00375063163741037,0.00375063163741061,0.00375063163741148
"R_Ins_10_percentile",-0.000878440121654558,-0.000878440121661092,-0.000878440121657255,0.0199643018689463,-0.000878440121656537,-0.000878440121657321,-0.000878440121657463,-0.000878440121658546,-0.000878440121657231,-0.000878440121656986,-0.000878440121657147,-0.000878440121657828
"L_Cov",-0.0054982676543107,-0.00549826765444436,-0.0054982676543471,-0.00549826765434538,-0.00549826765431815,-0.00549826765434064,-0.00549826765434963,-0.00549826765434447,-0.0054982676543457,-0.00549826765434497,-0.00549826765434786,-0.00549826765435797
"L_Insert",0.00254927020867402,0.00254927020863886,0.00254927020866474,0.00254927020866488,0.00254927020867261,0.00254927020866616,0.00254927020866389,0.00254927020866357,0.00254927020866489,0.00254927020866511,0.00254927020866435,0.00254927020866164
"L_Insert_sd",0.00309051228828497,0.00309051228823076,0.00309051228827059,0.00309051228827074,0.00309051228828267,0.00309051228827289,0.00309051228826931,0.00309051228827004,0.00309051228827092,0.00309051228827126,0.00309051228827004,0.00309051228826592
"L_Mapping_90_percentile",-0.00283174297955068,-0.00283174297954191,-0.00283174297954817,-0.00283174297954818,-0.00283174297955023,-0.00283174297954855,-0.00283174297954792,-0.00283174297954726,-0.00283174297954822,-0.00283174297954834,-0.00283174297954817,-0.00283174297954735
"L_Soft_10_percentile",0.00311082636802704,0.00311082636810187,0.00311082636804747,0.00311082636804663,0.00311082636803121,0.00311082636804385,0.003110826368049,0.00311082636804649,0.00311082636804676,0.00311082636804628,0.0031108263680478,0.00311082636805358
"L_Ins_sd",0.00601995878044226,0.00601995878046576,0.00601995878044881,0.00601995878044864,0.0060199587804438,0.00601995878044776,0.00601995878044952,0.00601995878044869,0.00601995878044877,0.0060199587804485,0.00601995878044884,0.00601995878045111
"L_Ins_90_percentile",0.00466287316394039,0.00466287316395566,0.00466287316394478,0.00466287316394468,0.00466287316394141,0.00466287316394404,0.00466287316394518,0.00466287316394462,0.00466287316394462,0.00466287316394455,0.00466287316394485,0.00466287316394621
"LM_Dis_all",-0.00486954813132029,-0.00486954813150121,-0.00486954813136942,-0.00486954813136707,-0.00486954813133024,-0.00486954813136074,-0.00486954813137279,-0.00486954813136574,-0.00486954813136738,-0.0048695481313666,-0.0048695481313703,-0.00486954813138399
"LM_Mapping_q_sd",0.00392030904664676,0.00392030904664776,0.00392030904664709,0.00392030904664705,0.00392030904664712,0.00392030904664698,0.00392030904664708,0.00392030904664519,0.0039203090466471,0.00392030904664701,0.00392030904664711,0.0039203090466472
"LM_Mapping_pro",0.00422618278655335,0.00422618278655526,0.00422618278655363,0.00422618278655347,0.00422618278655351,0.00422618278655342,0.00422618278655372,0.00422618278655272,0.0042261827865537,0.00422618278655351,0.00422618278655351,0.00422618278655376
"LM_Mapping_10_percentile",-0.0041156099709097,-0.00411560997098647,-0.00411560997093053,-0.00411560997092948,-0.00411560997091415,-0.00411560997092668,-0.00411560997093206,-0.00411560997092804,-0.00411560997092975,-0.00411560997092921,-0.00411560997093086,-0.00411560997093679
"LM_Ins",0.00571538331123702,0.00571538331127854,0.00571538331124814,0.0057153833112477,0.00571538331123942,0.00571538331124615,0.00571538331124903,0.00571538331124778,0.00571538331124787,0.00571538331124757,0.00571538331124822,0.00571538331125164
"LM_Ins_sd",0.00627876495641786,0.00627876495644931,0.00627876495642636,0.00627876495642606,0.0062787649564198,0.00627876495642477,0.00627876495642717,0.00627876495642654,0.00627876495642632,0.00627876495642584,0.00627876495642639,0.00627876495642911
"LM_Ins_90_percentile",0.00543464682744528,0.00543464682756714,0.00543464682747843,0.00543464682747704,0.00543464682745234,0.00543464682747267,0.005434646827481,0.00543464682747745,0.00543464682747735,0.00543464682747654,0.00543464682747881,0.00543464682748851
"M_Mapping_q",-0.00416304137856349,-0.00416304137856193,-0.00416304137856319,-0.00416304137856307,-0.00416304137856371,-0.00416304137856312,-0.00416304137856312,-0.00416304137856281,-0.00416304137856316,-0.00416304137856306,-0.00416304137856307,-0.00416304137856296
"M_Mapping_q_sd",0.00517364970716751,0.00517364970716848,0.00517364970716815,0.00517364970716806,0.00517364970716805,0.00517364970716793,0.00517364970716812,0.00517364970716692,0.00517364970716812,0.00517364970716797,0.00517364970716826,0.00517364970716817
"M_Mapping_pro",0.00408596018834644,0.00408596018834762,0.00408596018834689,0.00408596018834672,0.00408596018834687,0.00408596018834665,0.00408596018834688,0.00408596018834563,0.00408596018834692,0.00408596018834674,0.00408596018834676,0.0040859601883469
"M_Del_sd",0.00445151337129695,0.0044515133712976,0.00445151337129722,0.00445151337129729,0.0044515133712973,0.00445151337129713,0.00445151337129727,0.00445151337129728,0.00445151337129733,0.00445151337129708,0.00445151337129704,0.00445151337129726
"M_Diff",-0.000497262986340419,-0.000497262986297376,-0.000497262986328808,-0.000497262986329249,-0.000497262986338393,-0.0004972629863308,-0.000497262986327917,-0.000497262986328818,-0.000497262986329207,-0.000497262986329423,-0.000497262986328521,-0.000497262986325215
"RM_Cov_sd",0.00120913198870996,0.00120913198871052,0.00120913198871018,0.00120913198871019,0.00120913198871023,0.00120913198871017,0.00120913198871019,0.00120913198871007,0.00120913198871018,0.0012091319887102,0.00120913198871015,0.00120913198871025
"RM_Insert_90_percentile",-0.000506969662671655,-0.000506969662671661,-0.000506969662671661,-0.000506969662671491,-0.000506969662671564,-0.000506969662671522,-0.000506969662671594,-0.00050696966267092,-0.000506969662671682,-0.00050696966267153,-0.000506969662671645,-0.000506969662671652
"RM_Dis_all",-0.00319352081490045,-0.00319352081499771,-0.00319352081492705,-0.00319352081492588,-0.00319352081490603,-0.00319352081492239,-0.0031935208149289,-0.00319352081492397,-0.00319352081492596,-0.00319352081492553,-0.00319352081492751,-0.00319352081493509
"RM_Mapping_pro",0.0041454261498596,0.00414542614985898,0.00414542614985943,0.00414542614985931,0.0041454261498599,0.00414542614985937,0.00414542614985935,0.00414542614985781,0.00414542614985945,0.00414542614985936,0.00414542614985921,0.00414542614985929
"RM_Mapping_10_percentile",-0.00319959048960865,-0.00319959048967413,-0.00319959048962654,-0.0031995904896257,-0.00319959048961258,-0.00319959048962329,-0.00319959048962778,-0.00319959048962488,-0.00319959048962593,-0.00319959048962541,-0.00319959048962686,-0.00319959048963183
"R_Cov",-0.00322893797071385,-0.00322893797075992,-0.00322893797072637,-0.00322893797072589,-0.00322893797071648,-0.00322893797072419,-0.00322893797072733,-0.00322893797072538,-0.00322893797072593,-0.00322893797072569,-0.0032289379707266,-0.00322893797073019
"R_Soft_10_percentile",0.00263407642452586,0.00263407642465588,0.00263407642456104,0.00263407642455921,0.00263407642453318,0.00263407642455481,0.00263407642456351,0.00263407642455951,0.00263407642455972,0.00263407642455912,0.00263407642456187,0.00263407642457158
"R_Diff",-0.00093004187319282,-0.0009300418731697,-0.000930041873186658,-0.000930041873186955,-0.000930041873191622,-0.000930041873187766,-0.000930041873186186,-0.000930041873186666,-0.000930041873186853,-0.000930041873187058,-0.000930041873186627,-0.000930041873184752
"R_Diff_10_percentile",-0.0035197638765517,-0.00351976387650657,-0.00351976387653966,-0.00351976387654014,-0.00351976387654951,-0.00351976387654173,-0.00351976387653878,-0.00351976387653944,-0.00351976387653996,-0.00351976387654033,-0.00351976387653936,-0.003519763876536
